concept_code,concept_name,stock_count,avg_rank,leader_code,leader_name,leader_rank,leader_gain_pct,median_code,median_name,median_rank,median_gain_pct,edge_code,edge_name,edge_rank,edge_gain_pct
884146.TI,火电,1,39.0,001896.SZ,豫能控股,39,193.2,001896.SZ,豫能控股,39,193.2,001896.SZ,豫能控股,39,193.2
885753.TI,网约车,1,42.0,605178.SH,时空科技,42,187.49,605178.SH,时空科技,42,187.49,605178.SH,时空科技,42,187.49
884240.TI,其他生物制品,1,46.0,000534.SZ,万泽股份,46,181.22,000534.SZ,万泽股份,46,181.22,000534.SZ,万泽股份,46,181.22
884178.TI,广告营销,1,71.0,300058.SZ,蓝色光标,71,152.94,300058.SZ,蓝色光标,71,152.94,300058.SZ,蓝色光标,71,152.94
885933.TI,NFT概念,1,71.0,300058.SZ,蓝色光标,71,152.94,300058.SZ,蓝色光标,71,152.94,300058.SZ,蓝色光标,71,152.94
886068.TI,Sora概念(文生视频),1,72.0,605287.SH,德才股份,72,152.42,605287.SH,德才股份,72,152.42,605287.SH,德才股份,72,152.42
885994.TI,猴痘概念,1,77.0,603122.SH,合富中国,77,149.33,603122.SH,合富中国,77,149.33,603122.SH,合富中国,77,149.33
884021.TI,油品石化贸易,1,84.0,603353.SH,和顺石油,84,146.16,603353.SH,和顺石油,84,146.16,603353.SH,和顺石油,84,146.16
884264.TI,通信终端及配件,1,89.0,688027.SH,国盾量子,89,142.6,688027.SH,国盾量子,89,142.6,688027.SH,国盾量子,89,142.6
884183.TI,航海装备,1,93.0,603268.SH,*ST松发,93,139.03,603268.SH,*ST松发,93,139.03,603268.SH,*ST松发,93,139.03
884307.TI,风电整机,1,110.0,002202.SZ,金风科技,110,132.41,002202.SZ,金风科技,110,132.41,002202.SZ,金风科技,110,132.41
884137.TI,家纺,1,112.0,003041.SZ,真爱美家,112,131.24,003041.SZ,真爱美家,112,131.24,003041.SZ,真爱美家,112,131.24
884184.TI,特钢,1,118.0,002478.SZ,常宝股份,118,129.81,002478.SZ,常宝股份,118,129.81,002478.SZ,常宝股份,118,129.81
884128.TI,棉纺,1,121.0,002083.SZ,孚日股份,121,128.11,002083.SZ,孚日股份,121,128.11,002083.SZ,孚日股份,121,128.11
885968.TI,托育服务,1,121.0,002083.SZ,孚日股份,121,128.11,002083.SZ,孚日股份,121,128.11,002083.SZ,孚日股份,121,128.11
884207.TI,其他计算机设备,1,140.0,300857.SZ,协创数据,140,119.24,300857.SZ,协创数据,140,119.24,300857.SZ,协创数据,140,119.24
884142.TI,文娱用品,1,141.0,002348.SZ,高乐股份,141,119.08,002348.SZ,高乐股份,141,119.08,002348.SZ,高乐股份,141,119.08
885749.TI,蚂蚁集团概念,1,146.0,002506.SZ,协鑫集成,146,114.87,002506.SZ,协鑫集成,146,114.87,002506.SZ,协鑫集成,146,114.87
885977.TI,国资云,1,147.0,600498.SH,烽火通信,147,114.61,600498.SH,烽火通信,147,114.61,600498.SH,烽火通信,147,114.61
885814.TI,信托概念,1,150.0,000593.SZ,德龙汇能,150,113.7,000593.SZ,德龙汇能,150,113.7,000593.SZ,德龙汇能,150,113.7
885852.TI,青蒿素,1,150.0,000593.SZ,德龙汇能,150,113.7,000593.SZ,德龙汇能,150,113.7,000593.SZ,德龙汇能,150,113.7
885953.TI,电子纸,1,158.0,688593.SH,新相微,158,111.33,688593.SH,新相微,158,111.33,688593.SH,新相微,158,111.33
886072.TI,高股息精选,1,165.0,600219.SH,南山铝业,165,106.94,600219.SH,南山铝业,165,106.94,600219.SH,南山铝业,165,106.94
884144.TI,化学制剂,1,166.0,301075.SZ,多瑞医药,166,106.81,301075.SZ,多瑞医药,166,106.81,301075.SZ,多瑞医药,166,106.81
885591.TI,中韩自贸区,1,171.0,300666.SZ,江丰电子,171,105.33,300666.SZ,江丰电子,171,105.33,300666.SZ,江丰电子,171,105.33
884132.TI,其他纺织,1,173.0,300819.SZ,聚杰微纤,173,104.48,300819.SZ,聚杰微纤,173,104.48,300819.SZ,聚杰微纤,173,104.48
886005.TI,生物质能发电,1,177.0,603588.SH,高能环境,177,102.02,603588.SH,高能环境,177,102.02,603588.SH,高能环境,177,102.02
884285.TI,镍,1,180.0,605376.SH,博迁新材,180,100.32,605376.SH,博迁新材,180,100.32,605376.SH,博迁新材,180,100.32
884073.TI,制冷空调设备,1,184.0,002639.SZ,雪人集团,184,99.63,002639.SZ,雪人集团,184,99.63,002639.SZ,雪人集团,184,99.63
885825.TI,冰雪产业,1,184.0,002639.SZ,雪人集团,184,99.63,002639.SZ,雪人集团,184,99.63,002639.SZ,雪人集团,184,99.63
885818.TI,工业大麻,1,185.0,002565.SZ,顺灏股份,185,99.45,002565.SZ,顺灏股份,185,99.45,002565.SZ,顺灏股份,185,99.45
884246.TI,电能综合服务,1,190.0,003035.SZ,南网能源,190,97.93,003035.SZ,南网能源,190,97.93,003035.SZ,南网能源,190,97.93
884160.TI,百货零售,1,197.0,600693.SH,东百集团,197,96.64,600693.SH,东百集团,197,96.64,600693.SH,东百集团,197,96.64
885898.TI,免税店,1,197.0,600693.SH,东百集团,197,96.64,600693.SH,东百集团,197,96.64,600693.SH,东百集团,197,96.64
884033.TI,纺织化学用品,1,201.0,002440.SZ,闰土股份,201,95.51,002440.SZ,闰土股份,201,95.51,002440.SZ,闰土股份,201,95.51
885633.TI,染料,1,201.0,002440.SZ,闰土股份,201,95.51,002440.SZ,闰土股份,201,95.51,002440.SZ,闰土股份,201,95.51
884094.TI,面板,1,207.0,301045.SZ,天禄科技,207,94.46,301045.SZ,天禄科技,207,94.46,301045.SZ,天禄科技,207,94.46
884212.TI,合成树脂,1,209.0,002361.SZ,神剑股份,209,94.11,002361.SZ,神剑股份,209,94.11,002361.SZ,神剑股份,209,94.11
884228.TI,集成电路封测,1,211.0,688372.SH,伟测科技,211,93.66,688372.SH,伟测科技,211,93.66,688372.SH,伟测科技,211,93.66
884014.TI,煤炭开采,1,221.0,600403.SH,大有能源,221,90.46,600403.SH,大有能源,221,90.46,600403.SH,大有能源,221,90.46
884197.TI,中药Ⅲ,1,223.0,002082.SZ,万邦德,223,90.02,002082.SZ,万邦德,223,90.02,002082.SZ,万邦德,223,90.02
885845.TI,生物疫苗,1,223.0,002082.SZ,万邦德,223,90.02,002082.SZ,万邦德,223,90.02,002082.SZ,万邦德,223,90.02
885989.TI,肝炎概念,1,223.0,002082.SZ,万邦德,223,90.02,002082.SZ,万邦德,223,90.02,002082.SZ,万邦德,223,90.02
884305.TI,光伏辅材,1,231.0,300842.SZ,帝科股份,231,88.54,300842.SZ,帝科股份,231,88.54,300842.SZ,帝科股份,231,88.54
885457.TI,手机游戏,1,237.0,300044.SZ,ST赛为,237,87.8,300044.SZ,ST赛为,237,87.8,300044.SZ,ST赛为,237,87.8
884077.TI,工程机械Ⅲ,1,239.0,300201.SZ,海伦哲,239,87.74,300201.SZ,海伦哲,239,87.74,300201.SZ,海伦哲,239,87.74
885587.TI,举牌,1,239.0,300201.SZ,海伦哲,239,87.74,300201.SZ,海伦哲,239,87.74,300201.SZ,海伦哲,239,87.74
886047.TI,脑机接口,1,240.0,688158.SH,优刻得,240,87.44,688158.SH,优刻得,240,87.44,688158.SH,优刻得,240,87.44
885901.TI,可降解塑料,1,241.0,000703.SZ,恒逸石化,241,87.33,000703.SZ,恒逸石化,241,87.33,000703.SZ,恒逸石化,241,87.33
884039.TI,聚氨酯,1,242.0,600230.SH,沧州大化,242,87.31,600230.SH,沧州大化,242,87.31,600230.SH,沧州大化,242,87.31
885734.TI,广东自贸区,1,245.0,000833.SZ,粤桂股份,245,86.56,000833.SZ,粤桂股份,245,86.56,000833.SZ,粤桂股份,245,86.56
884201.TI,物流Ⅲ,1,255.0,603813.SH,*ST原尚,255,84.97,603813.SH,*ST原尚,255,84.97,603813.SH,*ST原尚,255,84.97
885781.TI,石墨电极,1,260.0,002455.SZ,百川股份,260,83.9,002455.SZ,百川股份,260,83.9,002455.SZ,百川股份,260,83.9
886023.TI,数据确权,1,261.0,301248.SZ,杰创智能,261,83.83,301248.SZ,杰创智能,261,83.83,301248.SZ,杰创智能,261,83.83
884013.TI,动物保健,1,263.0,600201.SH,生物股份,263,83.6,600201.SH,生物股份,263,83.6,600201.SH,生物股份,263,83.6
885508.TI,禽流感,1,263.0,600201.SH,生物股份,263,83.6,600201.SH,生物股份,263,83.6,600201.SH,生物股份,263,83.6
885846.TI,动物疫苗,1,263.0,600201.SH,生物股份,263,83.6,600201.SH,生物股份,263,83.6,600201.SH,生物股份,263,83.6
884001.TI,种子生产,1,273.0,300189.SZ,神农种业,273,82.75,300189.SZ,神农种业,273,82.75,300189.SZ,神农种业,273,82.75
885877.TI,转基因,1,273.0,300189.SZ,神农种业,273,82.75,300189.SZ,神农种业,273,82.75,300189.SZ,神农种业,273,82.75
885966.TI,跨境支付(CIPS),1,277.0,600577.SH,精达股份,277,82.25,600577.SH,精达股份,277,82.25,600577.SH,精达股份,277,82.25
885525.TI,白酒概念,1,287.0,002342.SZ,巨力索具,287,81.1,002342.SZ,巨力索具,287,81.1,002342.SZ,巨力索具,287,81.1
885792.TI,赛马概念,1,290.0,603843.SH,*ST正平,290,80.67,603843.SH,*ST正平,290,80.67,603843.SH,*ST正平,290,80.67
884085.TI,电机Ⅲ,1,297.0,300626.SZ,华瑞股份,297,79.98,300626.SZ,华瑞股份,297,79.98,300626.SZ,华瑞股份,297,79.98
884140.TI,其他家居用品,1,310.0,002571.SZ,德力股份,310,77.14,002571.SZ,德力股份,310,77.14,002571.SZ,德力股份,310,77.14
884247.TI,商业地产,1,311.0,000608.SZ,*ST阳光,311,77.13,000608.SZ,*ST阳光,311,77.13,000608.SZ,*ST阳光,311,77.13
884158.TI,多元金融Ⅲ,1,316.0,600783.SH,鲁信创投,316,76.62,600783.SH,鲁信创投,316,76.62,600783.SH,鲁信创投,316,76.62
884289.TI,车身附件及饰件,1,320.0,603306.SH,华懋科技,320,76.27,603306.SH,华懋科技,320,76.27,603306.SH,华懋科技,320,76.27
884117.TI,彩电,1,321.0,002429.SZ,兆驰股份,321,76.23,002429.SZ,兆驰股份,321,76.23,002429.SZ,兆驰股份,321,76.23
885947.TI,DRG/DIP,1,329.0,301117.SZ,佳缘科技,329,75.57,301117.SZ,佳缘科技,329,75.57,301117.SZ,佳缘科技,329,75.57
886016.TI,供销社,1,335.0,000893.SZ,亚钾国际,335,74.28,000893.SZ,亚钾国际,335,74.28,000893.SZ,亚钾国际,335,74.28
884162.TI,商业物业经营,1,337.0,000007.SZ,全新好,337,74.08,000007.SZ,全新好,337,74.08,000007.SZ,全新好,337,74.08
884145.TI,医疗设备,1,340.0,688607.SH,康众医疗,340,73.43,688607.SH,康众医疗,340,73.43,688607.SH,康众医疗,340,73.43
885782.TI,水泥概念,1,342.0,600295.SH,鄂尔多斯,342,73.32,600295.SH,鄂尔多斯,342,73.32,600295.SH,鄂尔多斯,342,73.32
884255.TI,互联网电商Ⅲ,1,353.0,300209.SZ,行云科技,353,72.51,300209.SZ,行云科技,353,72.51,300209.SZ,行云科技,353,72.51
884298.TI,成品家居,1,358.0,603389.SH,*ST亚振,358,71.79,603389.SH,*ST亚振,358,71.79,603389.SH,*ST亚振,358,71.79
885926.TI,牙科医疗,1,360.0,301580.SZ,爱迪特,360,71.61,301580.SZ,爱迪特,360,71.61,301580.SZ,爱迪特,360,71.61
884032.TI,民爆用品,1,367.0,002497.SZ,雅化集团,367,71.01,002497.SZ,雅化集团,367,71.01,002497.SZ,雅化集团,367,71.01
884011.TI,其他农产品加工,1,369.0,600191.SH,华资实业,369,70.87,600191.SH,华资实业,369,70.87,600191.SH,华资实业,369,70.87
884149.TI,热力,1,370.0,001376.SZ,百通能源,370,70.85,001376.SZ,百通能源,370,70.85,001376.SZ,百通能源,370,70.85
885907.TI,科创次新股,1,371.0,688545.SH,兴福电子,371,70.55,688545.SH,兴福电子,371,70.55,688545.SH,兴福电子,371,70.55
884058.TI,非金属材料Ⅲ,1,374.0,603663.SH,三祥新材,374,70.28,603663.SH,三祥新材,374,70.28,603663.SH,三祥新材,374,70.28
886000.TI,一体化压铸,1,374.0,603663.SH,三祥新材,374,70.28,603663.SH,三祥新材,374,70.28,603663.SH,三祥新材,374,70.28
886055.TI,星闪概念,1,378.0,300672.SZ,国科微,378,69.24,300672.SZ,国科微,378,69.24,300672.SZ,国科微,378,69.24
884217.TI,工程咨询服务,1,381.0,600629.SH,华建集团,381,69.08,600629.SH,华建集团,381,69.08,600629.SH,华建集团,381,69.08
885866.TI,数字货币,1,383.0,603232.SH,格尔软件,383,68.87,603232.SH,格尔软件,383,68.87,603232.SH,格尔软件,383,68.87
885975.TI,电子身份证,1,383.0,603232.SH,格尔软件,383,68.87,603232.SH,格尔软件,383,68.87,603232.SH,格尔软件,383,68.87
884045.TI,氨纶,1,396.0,000949.SZ,新乡化纤,396,67.48,000949.SZ,新乡化纤,396,67.48,000949.SZ,新乡化纤,396,67.48
884245.TI,其他医疗服务,1,400.0,301235.SZ,华康洁净,400,66.88,301235.SZ,华康洁净,400,66.88,301235.SZ,华康洁净,400,66.88
885909.TI,辅助生殖,1,400.0,301235.SZ,华康洁净,400,66.88,301235.SZ,华康洁净,400,66.88,301235.SZ,华康洁净,400,66.88
